ID,RSEX,KIDBORN,IDENTITY,LONGILL,LIVEWITH,HOUSTYP,HAPPYSCH,PUPBULL,UBULLPHY,UBULLOTH,UBULLSMS,TALENTS,DECISION,RESOLVE,DEVHEAL,GETONWEL,CRITICAL,CREATIVE,DEALCHL,VALUED,MAFEEQ,MAFAIR,MAHARSH,SCHACTIV,RESPECT,KY10INGH,KY10IN01,KY10IN02,KY10IN03,KY10IN04,KY10IN05,KY10IN06,KY10IN07,KY10IN08,KY10IN09,KY10IN10,KYFINAN,AUTKNOW,Autismp1,Autismp2,Autismp3,Autismp4,autismp5,autismp6,autismnoone,autismdontknow,AUTDIFF,AUTGOOD,AUTNXTDR,AUTCLASS,AUTXHELP,AUTBULL,AUTBULLU,AGMORESP,AGLERESP,AGADMIR,AGLISTEN,AGNOMIX,AGMIX,AGMOVE,AGGENER,AGMEMOR,AGLIVE,KC10IN_T,SCHOOLLOC
114,1,1,1,2,2,3,1,2,3,3,2,2,2,2,2,2,1,1,1,3,2,4,1,2,1,3,4,4,3,4,4,3,5,5,4,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,46.9354885516121,2
115,2,1,4,2,2,4,3,4,1,2,1,1,2,5,2,4,2,1,2,5,1, , , ,1,1,2,4,2,3,1, ,5,5,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,38.606750050785,2
116,2,1,4,2,1,1,1,2,2,2,3,5,2,6,2,2,2,2,2,1,1, , , ,2,1,5,5,5,4,1,1,5,5,5,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,48.2897549745108,2
117,2,1,4,2,1,2,1,4,3,3,2,2,2,2,2,2,2,2,3,6,1, , , ,2,2,4,5,5,5,5,5,5,5,4,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,66.8625516314074,2
118,2,1,1,2, ,3,3,2,4,4,1,2,6,4,1,3,2,2,3,4,1, , , ,2,3,4,3,4,3,1,2,4,4,2,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,37.4169302649526,2
119,1,1,1,1,2,3,1,3,3,2,2,2,2,1,1,2,1,1,2,3,2,4,2,1,2,2,4,4,4,4,5,5,5,2,5,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,51.3562010892171,2
120,2,1,2,2,2,3,1,3,3,3,2,2,2,2,1,2,2,2,2,2,1, , , ,1,2,4,4,5,5,4,4,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,59.8493862271105,2
121,2,1,1,2,1,3,3,4,3,3,2,6,6,2,2,2,4,2,2,2,1, , , ,6,3,2,3,4,5,5,5,5,5,2,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,48.2897549745108,2
122,2,1,1,2,2,3,3,2,2,2,1,2,2,3,2,3,3,1,1,3,1, , , ,2,2,5,4,3,3,5,4,3,4,4,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,45.6682821130426,2
123,2,1,2,2,3,2,1,4,3,3,2,1,1,1,1,1,1,1,3,1,4, , , ,1,1,5,5,4,4,5,5,3,5,5,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,57.2859533551951,2
124,2,1,4,1,1,3,3,2,2,2,2,4,3,5,4,3,3,4,2,4,2,2,4,2,3,3,3,4,4,4,3,2,3,4,3,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,41.2378962438453,2
125,1,1,1,3,4,3,1,2,3,3,2,1,2,3,1,1,3,2,3,2,2,3,4,3,1,3,3,5,3,4,3,3,5,5,4,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,46.9354885516121,2
126,1,1,3,2,2,3,3,2,3,2,2,4,3,4,2,2,2,4,2,3,2,5,3, ,2,2,3,3,3,4,5,2,5,4,3,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,42.2729427242036,2
127,1,1,4,2,2,3,1,3,3,3,2,1,2,3,1,2,4,1,1,3,1, , , ,1,1,5,4,4,4,4,4,5,5,4,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,55.0707604205965,2
128,2,1,4,1,4,3,1,1,1,1,1,3,2,3,2,3,1,1,3,3,2,4,1,1,1,1,5,4,4,4,4,5,5,5,5,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,57.2859533551951,2
129,1,1,1,2,1,3,1,4,3,3,2,2,2,3,2,3,2,2,2,3,1, , , ,1,2,4,3,5,5,3,4,4,4,4,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,49.7601013765151,2
130,1,1,1,2,3,3,1,3,3,3,1,1,2,3,2,2,2,1,3,2,2,4,2,6,1,3,3,4,4,3,5,3,3,5,5,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,46.9354885516121,2
131,2,3,6,1,4,3,1,2,3,2,2,2,2,4,6,4,6,2,1,5,2,4,3,2,2,1,4,5,3,3,2,3,4,3,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,37.4169302649526,2
132,1,1,1,2,1,2,1,2,3,4,2,1,2,2,3,2,2,2,2,3,1, , , ,6,2,5,3,4,4,5,3,5,5,4,5,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,53.1070741073933,2
133,2,1,1,2,1,3,3,2,4,2,2,1,6,1,2,1,1,2,1,1,2,5,5,5,1,1,2,5,4,5,5,5,5,5,5,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,57.2859533551951,2
134,2,1,1,2,1,2,1,2,2,2,2,2,1,2,3,2,2,1,1,6,2,6,5,2,2,1,5,5,4,5,5,5,5,5,4,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,59.8493862271105,2
135,2,2,1,2,1,5,3,4,2,2,1,2,2,4,6,2,6,2,1,2,2,5,5,3,1,2,4,3,4,4,2,2,4,3,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,38.3358967662053,2
136,2,1,1,2,1,2,1,2,2,1,1,2,3,3,3,6,4,2,1,3,2,4,5,4,1,3,2,3,2,1,3,3,5,3,4,2,3,2, , , ,1, , , , ,1,1,2,2,2,1,2,1,2,2,4,3,3,3,1,3,2,35.5983439256314,2
137,1,3,6,3,4,5,3,4,4,2,2,1,2,2,1,2,2,2,1,6,4, , , ,1,2,4,4,3,4,3,2,4,5,4,4,4,2, , , , , , , ,1,3,3,4,2,3,2,3,3,5,1,3,1,3,3,2,3,2,44.4784623272101,2
138,2,1,4,2,1,3,1,2,3,3,2,1,2,6,2,2,2,1,2,1,1, , , ,2,1,5,5,3,5,5,5,5,5, ,5,5,1, ,1, , , , , , , ,3,1,1,3,2,2,1,5,1,5,4,1,3,1,3,2,65.2084119291525,2
139,2,1,4,2,1,2,1,2,3,3,2,1,2,3,1,2,3,1,2,2,2,6,4,2,1,2,4,3,3,5,2,1,5,3,3,4,2,1, , , , , ,1, , ,1,1,1,1,3,2,2,3,2,2,4,1,1,3,1,3,3,40.2415430898556,2
140,2,1,4,3,2,3,3,2,3,3,2,6,2,3,2,3,3,2,3,5,3,4,4,2,1,3,2,3,3,5,1,1,3,5,3,3,4,1, ,1, , , , , , ,1,3,1,1,3,2,2,1,3,4,2,2,3,2,1,3,2,36.507637095292,2
141,2,1,4,3,1,3,1,2,3,2,3,6,1,4,2,2,3,3,1,3,2,3,1,3,2,1,1, ,4,5,4,3,5,4,2,5,5,2, , , , , , ,1, ,3, ,4,3,4,2,3,1,3,3,4,3,5,1,3,3,5,43.7239424630237,2
142,2,1,4,2,1,2,2,3,2,4,2,2,2,1,2,2,2,2,3,2,1, , , ,2,2,4,2,4,5,2,3,5,5,4,4,2,2, , , , , , ,1, ,3,3,2,2,2,3,2,3,2,1,4,2,2,5,1,3,2,45.6682821130426,2
143, ,2,4,3,3,3,3, ,3,3,2,6,6,6,2,3,6,5,2,6,4, , , ,5,3,1,1,1, ,3,3,5,1,2, ,1,2, , , , , ,1,1, ,3,3,4,4, ,2,2,3,1,1,5,1,4,2,1,2,5, ,2
144,1,1,2,2,2,1,1,2,3,3,2,1,2,2,1,1,3,1,2,2,2,3,3,1,1,3,5,5,4,5,5,5,5,5,3,4,5,1, , ,1, , , , , ,1,1,1,1,3,2,2,1,2,1,4,4,5,3,5,5,1,59.8493862271105,2
145,1,2,7,3,1,3,3,2,4,3,1,2,2,4,3,2,3,1,1,3,1, , , ,1,3,2,2,4,4,1,1,5,4,5,3,3,2, , , , , , , ,1,3,3,4,4,3,1,2,2,5,5,5,5,5,5,5,5,5,38.3358967662053,2
146,2,1,1,2,2,2,1,3,3,3,2,2,1,1, ,1,1, ,3,1,1, , , , ,1,1,5,4,5,2,5,5,5,5,5,5,2, , ,1, , , , , ,2,3,4,4,3,1,1,1,5,5,5,1,1,1,1,1,2,51.3562010892171,2
147,2,1,1,3,2,3,3,4,4,2,1,2,6,4,4,6,6,4,2,4,4, , , ,2,1,4,4,3,3,4,4,1,3,4,2,2,2, , , , , , , ,1,3,3, ,4, ,3,2,5,2,5,5,5,5,5,2,5,5,39.2838832622343,2
148,1,2,4,3,3,3,1,3,3,3,1,1,1,6,1,2,1,1,1,1,1, , , ,1,2,5,5,1,3,4,5,4,5,5,4,3,2, , ,1, , , , , ,3,3,4,4,1,3,3,1,1,5,5,5,5,3,5,1,5,49.7601013765151,2
149,2,1,1,2,2,2,1,4,2,2,1,6,2,1,2,6,2,6,3,5,1, , , ,1,2,5,4,4,4, ,2,5,2,2, ,3,1, , ,1, , , , , ,1,3,4,1,3,2,2,1,5,1,4,5,5,3,1,5,5, ,2
150,2,2,6,2, ,3, ,2,4,2,1,6,2,2,5,6,4,1,1,3,2,3,2,6,1,3,2,3,1,2,2,4, ,4,4,2,1,2, , , , , , , ,1,1,2,2,2,4,2,2,3,2,2,4,2,2,3,2,2,1,34.1957108447721,2
151,2,1,7,2,1,5,2,1,3,3,2,2,4,4,2,4,6,4,2,4,4, , , ,6,1,3,2,1,1,4,1,5,4,1,4,3,1, , , , , , ,1, ,3,3,1,1,3,1,2,2,3,1,2,1,1,4,1,2,2,33.7894309179024,2
152,1,1,1,3,2,3,1,3,4,4,1,6,6,6,6,6,6,6,3,6,4, , , ,6,1,2,4,3,2,2,3,2,3,5,4,1,2, , , , , , , ,1,3,3,2,4,4,3,2,1,2,1,4,3,1,3,1,3,3,37.4169302649526,2
153,2,1,1,2,2,3,1,4,3,3,2,3,4,4,3,2,2,2,2,4,2,4,3,1,2,1,4,4,2,4,5,5,5,5,3,3,4,1, , , , , , ,1, ,3,3,4,1,3,3,2,5,1,5,5,5,5,5,5,5,5,48.2897549745108,2
154,2,1,2,3,1,2,1,3,3,3,2,1,2,1,2,1,1,2,3,2,1, , , ,1,3,4,5,3,4,3,4,5,5,4,4,5,1, , , , , , , ,1,1,1,1,1,4,2,2,1,4,1,4,3,2,3,1,3,2,49.7601013765151,2
155,2,1,1,2,1,1,3,2,2,2,2,1,2,3,2,2,1,1,1,3,2,3,3,6,2,3,2,5,4,4,3,2,3,4,3,3,4,2, , , , , , , ,1,3,3,2,2,3,3,3,3,2,2,3,5,5,2,3,3,3,40.2415430898556,2
156,1,1,1,2,3,2,1,2,3,3,2,2,3,5,3,3,3,4,2,3,2,3,3,2,3,4,4,2,4,4,4,4,4,4,3,5,5,1, , , , , , ,1, ,3,3,3,3,3,2,2,1,2,2,4,3,5,5,1,4,1,45.6682821130426,2
157,2,1,1,2,1,3,1,4,3,3,1,1,3,6,2,3,1,1,1,3,1, , , ,1,2,3,3,4,4,3,1,4,5,4,4,3,1, , , , ,1, , , ,3,1,1,1,3,2,2,5,5,5,3,5,2,5,1,2,1,42.2729427242036,2
158,2,1,1,2,1,2,1,4,3,3,1,1,3,2,2,1,2,2,3,3,1, , , ,1,1,5,4,4,4,5,4,5,5,5,5,4,1, ,1, , , , , , ,3,3,1,1,3,2,2,5,5,1,2,2,1,3,1,2,2,59.8493862271105,2
159,1,1,1,2,3,1,2,2,3,2,2,2,3,2,3,4,6,2,2,3,2,4,3,1,1,3,4,4,4,4,3,4,4,4,3,4,3,1, ,1, , , , , , ,1,1,1,2,3,3,2,3,2,2,3,3,5,3,2,2,2,45.6682821130426,2
160,1,1,1,2,1,2,1,4,3,3,2,2,4,4,6,3,3,6,2,4,1, , , ,2,2,2,3,3,3,2,3,5,5,4,4,2,1, , , , , , ,1, ,1,3,4,4,2,2,2,5,5,5,5,5,5,3,1,3,5,41.2378962438453,2
161,1,1,1,2,2,3,1,4,3,3,2,1,1,1,1,1,1,1,3,1,1, , , ,1,1,4,5,5,5,4,4,5,5,5,4,3,2, , , , , , , ,1,3,3,4,4,3,3,2,1,2,1,4,4,1,3,1,1,4,59.8493862271105,2
162,2,1,1,2,1,2,1,2,3,3,2,2,3,4,3,2,3,2,1,3,1, , , ,2,2,3,2,3,4,3,4,5,4,3,3,2,2, , , , , , , ,1,1,3,1,1,4,1,2,2,3,3,4,2,1,5,2,2,1,41.2378962438453,2
163,1,1,1,2,1,1,1,4,3,3,2,2,6,6,2,2,2,2,3,2,4, , , ,6,1,2,3,4,5,5,3,3,5,2,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,41.2378962438453,2
164,1,3,4,3,1,2,3,2,4,2,2,3,2,1,1,2,6,3,1,1,2,3,6,2,1,2,4,2,3,3,4,4,5,3,2,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,41.2378962438453,2
165,2,1,4,2,2,1,1,3,3,3,1,2,2,3,1,1,2,6,3,6,1, , , ,1,3,2,3,4,5,5,5,5,5,2,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,46.9354885516121,2
166,1,1,1,1,2,2,1,3,3,3,1,2,2,2,1,2,2,2,3,2,1, , , ,2,3,3,2,4,4,4,1,5,1,3,3,1,2, , , , , , , ,1,3,3,4,4,4,3,2,5,5,5,5,5,5,5,5,5,5,37.4169302649526,2
167,1,1,1,2,1,2,1,2,3,3,2,2,2,6,2,2,2,2,3,1,2,4,2,2,1,2,2,4,4,4,4,4,5,4,3,3,5,2, , , , , , , ,1,1,2,2,3,1,2,2,1,5,2,1,5,1,2,1,2,1,44.4784623272101,2
168,2,1,2,1,1,2,1,2,2,3,2,2,2,1,2,2,1,1,2,1,2,2,1,4,1,1,5,4,4,4,5,3,5,4,4,5,4,1, , , , , , , , ,1,1,1,1,3,2,2,3,2,1,4,4,2,5,1,5,1,53.1070741073933,2
169,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2,1,4,1,1,5,4,5,5,5,5,5,5,5,5,5,1, , , , , , ,1, ,1,1,1,1,3,2,2,3,2,1,4,4,1,5,1,2,2,72.4924306180291,2
170,1,1,1,2,1,3,1,2,3,2,2,2,3,6,4,2,5,4,2,4,2,2,2,3,2,1,5,5,2,3,3,4,3,3,3,4,4,1, , , ,1, , , , ,1,1,1,3,2,1,1,3,1,2,2,1,1,1,1,1,1,42.2729427242036,2
171,1,1,5,2,1,4,1,2,3,3,1,1,3,1,1,1,6,1,3,2,2,5,1,1,1,2,3,3,4,5,5,3,5,5,5,4,3,1, , , ,1, , , , ,3,3,1,2,3,1,2,3,1,5,4,5,1,3,1,3,5,51.3562010892171,2
172,1,1,1,2,1,1,1,2,3,2,1,1,2,1,2,1,2,1,2,2,1, , , ,1,2,3,5,4,4,3,3,4,5,4,4,5,1, , , ,1, , , , ,1,3,2,1,3,1,3,3,1,1,2,3,4,3,2,3,2,46.9354885516121,2
173,1,1,2,2,1,2,2,1,3,4,2,2,1,2,1,1,1,1,1,1,2,1,2, ,1,1,2,2,4,4, ,2,2,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
174,1,1,2,1,1,3,1,3,3,3,2,1,1,6,6,1,1,1,3,1,1, , , ,1,1,1,1,5, ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.2310668717413,2
175,1,1,1,2,1,2,2,3,3,3,2,5,4,5,5,2,5,4,2,1,2,3,3,3,6,1,2,2,5,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,55.0707604205965,2
176,2,1,1,2,1,1,1,2,3,2,2,3,3,2,2,4,2,1,3,3,1, , , ,2,1,4,4,4,4,4,3,3,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,45.6682821130426,2
177,1,1,4,2,2,2,1,2,2,2,2,2,6,2,1,1,2,1,3,5,2,6,1,2,2,3,2,3,3,3,4,3,5,4,5,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,43.3466825309305,2
178,1,1,1,2,1,1,1,1,3,3,2,4,4,4,4,4,2,4,2,2,3,5,5,4,1,3,2,2,3,5,5,2,3,4,3, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,39.3032299254186,2
179,1,1,1,2,1,2,1,2,2,2,2,2,2,1,1,2,6,2,3,4,2,5,3,6,1,2,1, ,2,3,3,2,5,5,1,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,37.2718302910705,2
180,1,1,1,2,1,2,1,4,3,3,2,2,2,2,2,2,2,2,2,6,3,5,2,2,2,1,1,3,4,4,3,3,3,3,5,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,40.2415430898556,2
181,1,1,1,2,1,2,1,2,3,3,2,2,2,2,1,1,6,2,3,2,2,5,2,2,2,1,5,5,4,4,3,4,4,5,4,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,49.7601013765151,2
182,2,1,6,1,1,2,1,4,3,3,2,2,3,4,2,2,3,3,3,2,2,5,4,1,1,1,3,3,3,5,2,2,3,5,5,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,43.3466825309305,2
183,1,1,3,2,2,2,1,2,1,1,3,1,1,1,2,4,1,2,2,5,2,5,6,2,1,3,3,4,2,2,2,5,5,5,4,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,43.3466825309305,2
184,2,1,3,2,1,2,1,2,2,4,1,2,2,4,2,2,6,2,2,4,2,3,3,2,1,3,3,3,4,4,3,2,2,4,4,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,40.2415430898556,2
185,2,1,1,2,2,3,1,4,3,3,2,1,1,6,2,3,2,1,1,1,1, , , ,1,2,2,3,4,5,4,3,5,4,4,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,45.6682821130426,2
186,1,1,1,2,1,3,1,1,2,2,2,2,3,2,3,3,4,2,2,4,2,5,1,2,2,2,2,2,3,3,4,3,3,4,5,5,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,41.2378962438453,2
187,1,1,1,3,2,3,3,4,4,2,1,2,2,2,6,2,6,2,3,6,4, , , ,2,5,5,4,4,4,2,2,4,5,3,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,43.3466825309305,2
188,2,2,1,2,1,3,3,2,3,3,2,3,3,1,1,3,2,1, ,4,2,5,1,1,1,2,3,5,3,2,2,3,5,3,5,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,40.2415430898556,2
189,2,1,1,2,2,2,3,4,2,3,1,1,3,3,1,2,3,2,1,4,2,3,3,6,3,2,5,4,2,4,2,2,5,4,3,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,42.2729427242036,2
190,1,1,4,2,1,2,1,1,2,3,2,2,4,3,4,2,3,2,1,1,3,5,1,3,1,1,5,5,5,5,2,1,5,5,3,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,48.2897549745108,2
191,2,1,1,1,1,2,3,1,2,1,2,6,6,6,2,6,6,2,3,6,2,5,4,1,3,2,4,3,2,1,5,4,3,1,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,33.7894309179024,2
192,1, ,1,3,1,1,1,1,3,2,2,1,2,6,2,2,1,1,3,5,2,5,2,2,3,2,4,3,2,2,5,4,4,5,3,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,43.3466825309305,2
193,1,1, , ,1,2,1,2,3,3,2,1,3,5,2,2,3,1,3,1,3,3,1,2,1,1,5,4,3,2,2,2,5,5,3,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,40.2415430898556,2
194,1,1,1,2,1,1,1,2,3,2,2,1,1,4,3,2,6,2,3,1,2,4,3,1,1,1,5,4,4,4,4,4,5,4,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,55.0707604205965,2
195,1,1,1,2,1,1,1,2,2,2,2,2,3,1,2,3,1,2,3,3,2,3,3,3,1,3,3,5,4,4,5,5,5,5,4,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,53.1070741073933,2
196,2,1,1,3,1,2,3,4,3,2,2,6,2,2,2,2,2,2,3,2,1, , , ,2,4,2,4,3,3,3,1,3,5,2,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,36.507637095292,2
197,2,1,7,2,1,2,1,4,3,3,1,2,1,1,3,1,2,2,2,4,2,4,2,3,2,2,3,3,3,4,5,4,2,5,5,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,45.6682821130426,2
198,1,1,1,2,1,1,1,2,3,2,2,1,2,1,1,1,2,1,3,2,2,3,2,3,1,1,5,2,4,3,5,3,5,5,5,5,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,51.3562010892171,2
199,2,1,7,2,1,2,1,2,3,2,2,1,1,2,2,1,2,1,2,1,1, , , ,1,3,2,2,4,4,2,2,4,5,4,5,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,41.2378962438453,2
200,1,1,4,2,1,3,2,2,3,3,2,1,2,3,2,3,3,1,2,3,2,5,5,2,1,1,4,4,4,4,2,4,5,5,5,5,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,51.3562010892171,2
201,2,1,1,3,3,5,1,2,3,2,2,1,2,3,3,2,1,2,1,3,2,4,2,1,1,1,4,1,4,4,3,3,5,4,3,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,42.2729427242036,2
202,1,1,1,2,1,2,3,2,2,2,2,1,6,1,1,3,1,1,2,2,2,4,1,6,1,1,5,5,3,3,5,1,5,5,3,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,43.3466825309305,2
203,2,1,1,2,1,1,2,2,3,2,2,1,3,2,2,1,2,2,1,2,2,4,3,2,1,2,4,3,4,5,3,2,4,5,4,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,45.6682821130426,2
204,1,1,4,2,1,1,1,2,3,3,2,2,2,2,2,2,2,2,1,1,2,4,2,2,1,1,5,4,4,4,2,2,4,5,4,3,4,2, , , , , , , ,1,3,3,4,4,3,2,2,5,5,2,4,3,5,5,5,5,5,44.4784623272101,2
205,2,1,4,2,2,1,3,2,2,2,1,4,4,3,2,4,4,1,3,4,3,5,4,1,2,3,2,5,3,4,1,2,1,5,2,3,2,2, , ,1, , , , , ,3,3,1,2,3,2,2,5,5,2,3,5,5,5,1,5,5,35.5983439256314,2
206,2,1,4,2,1,2,1,2,2,2,2,3,3,3,2,2,2,2,3,3,2,2,4,2,2,2,3,4,3,4,3,4,4,5,5,4,3,2, , , , , , ,1, ,1,1,2,4,3,2,2,3,2,2,4,3,2,3,1,1,1,46.9354885516121,2
207,2,1,4,2,2,2,3,2,2,4,2,3,2,2,3,2,2,2,3,3,2,2,4,2,2,3,3,4,4,5,2,1,2,3,4,2,2,2, , , , , , , ,1,1,1,2,4,4,2,2,5,2,2,5,3,1,3,1,2,5,37.4169302649526,2
208,1,1,3,2,2,2,1,3,3,3,2,2,2,2,2,3,2,2,2,4,2,5,3,3,2,2,5,3,4,4,3,3,4,3,4,3,2,2, , , ,1, , , , ,1,3,2,2,3,2,2,3,1,1,4,3,2,2,1,2,1,43.3466825309305,2
209,2,1,7,3,3,2,3,2,4,3,1,6,6,6,4,6,2,4,3,6,1, , , ,6,3,2,3,4,4,2,2,3,5,4,3,3,2, , , , , , ,1, ,1,3,4,4,3,2,2,3,4,5,4,5,1,5,2,1,5,39.2838832622343,2
210,2, ,4,2,2,2,1,3,3,3,2,2,6,2,1,2,2,2,1,4,2,4,2,4,2,1,4,3,3,5,4,3,5,4,5,5,4,1, , ,1, , , , , ,3, ,1,1,1,2,2,1,2, ,5,5, ,5,1, ,5,49.7601013765151,2
211,1,1,4,2, ,2,1,2,3,3,3,2,2,2,2,2,2,2,1,2,2,5,2,2,2,1,5,5,4,5,4,4,4,5,4,4,4,1, , , ,1, , , , , ,3,1,1,3,2,2,5,5,1,5,5, ,3,1,3,2,55.0707604205965,2
212,2,1,3,2,2,1,1,2,2,4,1,2,4,2,2,2,4,4,2,4,2,3,3,2,1,3,3,3,5,5,3,3,4,4,3,3,3,1, , , , , , , ,1,3,3,4,4,1,3,3, ,5,5,5,5,5, ,5,5,5,43.3466825309305,2
213,2,1,1,2,1,2,1,1,1,1,2,2,4,1,2,1,3,2,2,2,2,3,2,1,1,3,1,3,3,3,3,4,5,4,2,3,3,1, , , , ,1, , , ,1,1,2,2,3,2,2,3,4,2,1,2,1,3,3,3,2,38.3358967662053,2
214,2,1,1,2,1,3,1,2,3,3,2,2,2,1,2,1,1,1,2,1,1, , , ,1,2,2,5,4,4,2,3,3,5,5,5,4,2, , , ,1, , , , , ,3,2,2,3,1,2,1,2,3,4,4,1,3,1,2,2,45.6682821130426,2
215,2,1,1,2,2,2,1,4,3,3,2,2,3,1,2,2,3,1,3,3,1, , , ,1,3,2,4,4,5,3,3,5,5,4,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,48.2897549745108,2
216,2,2,1,2,2,1,1,2,3,3,2,1,1,3,6,1,2,1,1,3,2,3,4,4,1,1,3,5,5,5,2,5,5,5,4,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,51.3562010892171,2
217,2,1,1,3,1,2,1,4,3,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,5,1,4,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,57.2859533551951,2
218,1,1,1,2,1,3,1,4,3,3,2,2,6,1,2,2,6,2,3,2,2,4,2,6,1,1,5,4,5,5,4,5,5,5,5,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,62.9351790050011,2
219,2, ,1, ,1,2,1,2,3,3,2,2,2,2,2,2,2,2,2,3,1, , , ,1,3,5,5,3,5,3,4,5,5,3,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,49.7601013765151,2
220,2,1,1,2,1,3,1,2,3,2,1,1,2,3,6,3,2,6,2,1,1, , , ,1,1,5,5,4,4,3,5,5,5,5,5,5,1, , , ,1, , , , ,1,3,1,1,3,2,2,3,2,2,4,4,1,2,1,3,2,59.8493862271105,2
221,1,1,4,3,2,3,1,4,3,3,2,1,2,3,1,2,1,1,3,3,2,6,1,2,1,2,3,1,4,5,3,5,4,3,5,4,3,1, , , , , , ,1, ,3,3,2,3,3,2,2,5,4,2,3,2,2,3,5,3,1,44.4784623272101,2
222,2,1,4,2,3,3, ,1,2,2,2,2,2,3,2,2,4,2,1,1,1, , , ,1,2,4,4,3,4,3,3,5,3,4,4,3,2, , , ,1, , , , ,1,1,2,2,4,3,2,3,1,1,4,4,4,3,1,2,1,44.4784623272101,2
223,1,1,3,2,2,2,1,2,3,3,2,2,1,3,1,2,1,1, ,2,2,4,1,1,1,2,4,5,4,5,3,5,5,5,4,5,5,1, , , , , ,1, , ,3,3,3,3,3,2,2,3,2,5,3,3,2,3,2,3,3,57.2859533551951,2
224,1,3,6,2,1,3,1,4,3,3,2,2,2,2,1,1,1,1,2,1,1, , , ,1,1,5,5,5,5,5,5,5,5,5,5,5,2, , , , , , ,1, ,3,3,4,4,3,2,2,3,1,1,4,1,1,5,5,5,1,83.8102285808255,2
